Aguascalientes,Aguascalientes,Chatafierros San Pedro,Autorizado SSMAA_GIR_MIR_050_18,,Pedro,"Av. Mahatma Gandhi 703 col. San Pedro, Aguascalientes",20280,,Lunes a viernes 9:00 a 6:00 sabdado 9:00 a 2:00, 449 917 1715,,chatafierrosanpedro@hotmail.com,"https://www.google.com/maps/place/Av+Mahatma+Gandhi+703,+Desarrollo+Especial+Centro+de+Abastos,+20280+Aguascalientes,+Ags./@21.8413461,-102.2937303,3a,75y,225.58h,92.22t/data=!3m6!1e1!3m4!1sIsh3ZehqsGWkNVNaLYPi6g!2e0!7i13312!8i6656!4m5!3m4!1s0x8429edb6b4b37d7f:0x74e7fe17f5af488c!8m2!3d21.8413096!4d-102.293756",21.84875,102.294053, $	3.00 ,,,, $	2.00 ,, $	17.00 ,SI, $	2.50 ,,, $	2.00 ,, $	0.20 ,,,
Baja California,Tijuana,Eco Recycling,,,Ana,"Cucapah 3674 Col. Mariano Matamoros, Tijuana. ",22206,,Lunes a viernes 8:00 a 16:00       Sabado 8:00 a 13:00,664 288 2222,http://www.eco-recycling.com/contenido/quienes/quienes.htm,irene@eco-recycling.com,"https://www.google.com.mx/maps/@32.5138541,-116.8852683,3a,75y,269.03h,98.6t/data=!3m7!1e1!3m5!1sEZVSTRLQWwzeIaaLBVCHKQ!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DEZVSTRLQWwzeIaaLBVCHKQ%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D314.53983%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",32.514066,116.885402,,,,,,, $	10.00 ,SI, $	2.50 ,,,,,,,,
Baja California,Tijuana,La Cartonera ,,Emite factura y acepta cualquier forma de pago,Manuel Hoyos,"Calle 9 Sur 126, Cd Industrial,Tijuana, B.C. ",22444,,Lunes a Viernes  7:00 a 17:00                                                        Sabado 7:00 a 12:00 pm,"664 607 29 56
664 375 14 33 
664 607 26 97 ",,"facturacionlacartonera@hotmail.com  lacartonerajm@gmail.com
lacartoneramo@gmail.com",,,,$4.50 mixto,8.5 lechero/  color 5.20  /Mixto 2.20,,,,, $	20.50 ,,,,,,,,,,
Baja California,Tijuana,Metales Baja California y Go recycling,,por motivos de seguridad no quiso dar mayor informacion,,"Col. Lomas Verde INFONAVIT Calle Loma Bonita #2-3, ",22127,,,664 629 6668,http://metalesdebajacalifornia.com/,info@metalesdebajacalifornia.com,https://goo.gl/maps/PbZTVP9vABBusz6TA,32.477362,116.938204,,,,,,,,,,,,,,,,,"Lámina, carroceria y fierro"
Baja California ,Mexicali,Recicladora Baja California / Flores Magón,,,Guillermo Cabanillas,Col. Reacomodo San Fernando carretera ahumadita km 1.3,,,Lunes a Viernes  7:00 a 17:00                                                        Sabado 7:00 a 12:00 pm,664 607 26 97,,rbc.mexicali@gmail.com,,,,Si,Si,,,,,,Si,,,,Si,,,,,
Baja California ,Mexicali,Reciclados Langar,,,Manuel Hoyos,"Carretera ahumadita km 1.3 col reacomodo san Fernando, Mex BC",,,Lunes a Viernes  7:00 a 17:00                                                        Sabado 7:00 a 12:00 pm,01 988 933 15 30 ext. 106                   045 999 217 19 72,,ecoreto.bajacalifornia@live.com,,,,Si,Si,,,,,Si,,,,,,,,,,
Baja California ,Tijuana,Recicladora,,,Manuel Hoyos,"9 Sur No. 126 Ciudad Industrial, Mesa de Otay, ",22444,,Lunes a Viernes  7:00 a 17:00                                                        Sabado 7:00 a 12:00 pm,(311) 219-4431,,,,,,Si,Si,,,,,Si,,,,,,,,,,
Baja California Sur,Cabo San Lucas,Reciclados Langar,,,Paulino Hernandez Ramirez,"Calle y Puerto Escondido No. L4 MZA 54 Colonia Cangrejos, Cabo San Lucas. ",,,,624 132 5109,,ecoreto.bajacalifornia@live.com,,,,SI,,,,,,,,,,,,,,,,
Baja California Sur,La Paz,Recicladora Eco Verde,,,Reinaldo Chong,Carretera los Planes KM1 Col Agua Escondida,23050,,,612 157 2175,https://www.facebook.com/Recicladora-Eco-verde-los-Cabos-1887447558217271/,,,,,,,,,,, $	19.50 ,, $	2.70 ,,,SI,,,,,
Baja California Sur,La Paz  ,Centro de Reciclaje La Paz S de R.L de C.V.,,,Gustavo Rivera / Mario Peña,"Calle Coyote esquina con calle Balandra S/N en el Fraccionamiento Tabachines,san jose viejo
",,,Lunes a Viernes 9:00 a 20:00 Sabdo de 9;00 a 9:00,"624 177 4013
612 153 1673",,"ecoreto.bajacalifornia@live.com
alfox54@yahoo.com.mx",,,,"
$2.00 solo
", $	1.00 ,,,,, $	10.00 ,, $	0.50 ,,,SI,SI,,,,
Baja California Sur,La Paz  ,Reciclados Langar / Ecología y movimiento SA DE CV,,Ellos conocen un reciclador que puede recibir la bolsa Mario Peña,Dr. Álvaro Fox,"Calle norte s/n, entre Av. Forjadores y Av. Tecnologico, Col. El Mezquitito",23083,, Lunes a Sabado 7:00 a 5:00,612 120 3130,,alfox54@yahoo.com.mx ecoymov@yahoo.com.mx,,,,SI,,,,,,,,,,,SI,,,,,
Baja California Sur,Los Cabos,Revo Pech,No autorizado,,Pedro Rebollar Hernandez,"Col. Zacatal Calle José Antonío Castro Guluarte, San Jose del Cabo",,,,624 242 7835 ,,"revovillarecicladora@gmail.com
centrodeacopio11@gmail.com",,,,SI,Si,,,,,Si,,Si,,,,,,,,
Campeche,Campeche,Depósito San Joaquín,,,carlos,"Calle 114 34, San Joaquín, 24020 Campeche, Camp.",24020,,Lunes a Viernes 8:00 a 16:00 ,981 815 2466,,,,,, $	6.00 ,,,,,, $	19.00 ,Si, $	2.90 ,,,,,,,,
Campeche,Campeche,Recicladora Giles,,,Heribero Giles," 20 de Noviembre 1, Esperanza, Campeche, Camp.",24080,,Lunes a Viernes 8:00 a 17:00 ,981 129 1723,,,,,,,,,,,,si,si,,,,,,,,,
Campeche,Carmen,Reciclaje Industrial Sánchez ,,No emiten factura,,"Av. Palmas,por Calle Pino Mza. 16 Lt. 1 Col 23 De Julio, Carmen, Campeche",24150,,Lunes a Viernes 08:00 a 18:00       Sabado 08:00 a  16:00 ,938 118 2798,,reciclaje_sanchez@hotmail.com,,,,,,,,,, $	12.00 ,SI, $	12.00 ,,,,,,,,
CDMX,Alvaro Obregón,Materiales Reciclables,,,,"Calle 5 #82, Santa Anita, Álvaro Obregón,  Ciudad de México, CDMX ",1400,,,55 5680 0490,,,,,,,,,,,,SI,SI,,,,,,,,,
CDMX,Azcapotzalco,ECOFIBRAS PONDEROSA,,Planta CDMX,,"Calzada San Isidro Tecpatl 206, Fracc. Industrial San Antonio, Azcapotzalco",,,,5352 9026,,nestor.hernandez@eponderosa.com,"https://www.google.com.mx/maps/place/Ecofibras+Ponderosa/@19.4820812,-99.1996623,739m/data=!3m1!1e3!4m12!1m6!3m5!1s0x85d20286917b1081:0xc556757adb560ad3!2sEcofibras+Ponderosa!8m2!3d19.4820762!4d-99.1974736!3m4!1s0x85d20286917b1081:0xc556757adb560ad3!8m2!3d19.4820762!4d-99.1974736",19.48234,99.197395,,,,,,,,,,,, $	1.50 ,,,,,
CDMX,Azcapotzalco,On Site Destruction México S.A de C.V,,Destruye documentos,,"Poniente 150 núm. 677 -A Col. Zona Industrial Vallejo, azcapotzalco",2300,,Lunes a viernes de 08:00 am - 18:00:00 pm,55 5356 9653,https://www.onsite.mx/,,,,,,,,,,,,,,,,,,,,,Destrucción de papel
CDMX,Benito Juárez,RECUPERA MEXICO,,,Veronica Flores /Ileana Zavala,"Suc. Del Valle:Pilares 129, Col del Valle Sur, Benito Juárez, CDMX",´03100,,Lunes a viernes 8:00 am- 5:00 pm y sabado de 8:00 am -1:00 pm,"5661 1776 
5271 6001",https://www.recuperamexico.com/compra_reciclables/index.html,v.flores@recuperamexico.mx,,,,SI,,,,,,,SI,SI,,,SI,,"$0.20 / Botellas limpias, enteras y los costales o bolsas donde las lleven se quedan",,,
CDMX,Benito Juárez,RECUPERA MEXICO,,,Veronica Flores /Ileana Zavala,"Av. San Antonio #202, Col. San Pedro de los Pinos, Benito Juárez, Entre Avenida 2 y Av. Revolución
",03800,,Lunes a viernes 8:00 am- 5:00 pm y sabado de 8:00 am -1:00 pm,"5661 1776 
5271 6001",https://www.recuperamexico.com/compra_reciclables/index.html,v.flores@recuperamexico.mx,,,,SI,,,,,,,SI,SI,,,SI,,"$0.20 / Botellas limpias, enteras y los costales o bolsas donde las lleven se quedan",,,ELECTRONICOS
CDMX,Benito Juárez,RECUPERA MEXICO,,,Veronica Flores /Ileana Zavala,"Charco Azul #16, Col. Mixcoac, Benito Juárez
Entre La Castañeda y Los Echave",03910,,Lunes a viernes 8:00 am- 5:00 pm y sabado de 8:00 am -1:00 pm,"5662 1776 
",https://www.recuperamexico.com/compra_reciclables/index.html,v.flores@recuperamexico.mx,,,,SI,,,,,,,SI,SI,,,SI,,"$0.20 / Botellas limpias, enteras y los costales o bolsas donde las lleven se quedan",,,ELECTRONICOS
CDMX,iztapalapa,Reciclemex S. de R.L. de C.V.,,"No dan información por telefono, solo en persona","Ambar Miranda Sánchez
M.a de la Luz Silva"," Catarroja 871-B; Cerro De La Estrella, iztapalapa; Ciudad De México",´09860,,,555426 0995                       55615399,,farellano@recycledemexico.com,https://www.google.com.mx/maps/uv?hl=es&pb=!1s0x85ce026cf790d1b9:0x46dcadea0543bd0f!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps://lh5.googleusercontent.com/p/AF1QipO-7mfo3RxLkWi58rbVngoqrMOsiazNORa2dwDf%3Dw260-h175-n-k-no!5sReciclemex+S.+de+R.+L.+de+CV+-+Buscar+con+Google&imagekey=!1e10!2sAF1QipO-7mfo3RxLkWi58rbVngoqrMOsiazNORa2dwDf,19.325811,99.071323,SI,,Cubetas,,,,,,,,SI,Si,Si,,,,
CDMX,Cuauhtémoc,Reciclemos Juntos,,no dan precios por telefono,,Jaime Torres Bodet 72 Col. Santa María La Ribera,06400,,Lunes a viernes de 08:00 a 17:00    sabado de 08:00 a 15:00,5547 2647                               55 5018 0474,,informes@reciclemosjuntos.com.mx,,,,SI,,,,,,SI,SI,SI,,,SI,SI,,,,ELECTRONICOS
CDMX,Iztacalco,ETMA Reciclables,,,,"Av. Javier Rojo Gómez 182, esquina con Sur 8D. Col. Agrícola Oriental, Iztacalco",,,Lunes a Viernes de 09:30 a  17:30                                                       Sabados de 09:30 a 14:00    Domingos de 09:00 a 17:00,5763 2633,,,,,,,,,,,,SI,,,,, $	0.80 ,,,,,
CDMX,Iztapalapa,Comercial de Desechos S.A de C.V,,,," Ltote 1595 Mz 146, 4 de Diciembre de 1860 S/N, Leyes de Reforma 3ra Secc, Iztapalapa ",9310,,Lunes a Viernes de 08:00 a 18:00,5556942728,,,,,,,,,,,,Si,SI,SI,,,,,,,,
CDMX,Iztapalapa,Compra y Venta de Desperdicio de Vidrio Hermanos Elías,,Ofrece buen precio por el vidrio,Elias Reyes,Calle Ejido Mz. 85 Lote 1 Col. Sta. Ma. Aztahuacan Déleg. Iztapalapa Ciudad de México ,´09500,,,552608 6146,,71@yahoo.com.mx,No lo localizo ,,,,,,,,,,,,,,,,$.80 botellas enteras separado por colores,,,
CDMX,Iztapalapa,Global Plastics de México S.A. de C.V.,,,"C.P. Luis Bazan González, Augusto Morales","Benito Juárez 50 , Col. Santa María Aztahuacan, Iztapalapa, México, D.F.",´09570,,Lunes a Viernes de 08:00 a 17:00 Sabado 08:00 a 14:00,5556 93 91 04 / 5556 93 58 49,,gtm_op_dj@globalplastics.com.mx,,,, $	6.50 ,Si,Si,,,,,,,,,,,,,,
CDMX,Iztapalapa,QF Mex S.A de C.V,Autorizado - LAU CDMX 2019,"Son tres empresas, Velty, Ecoformado y QF Mex",Paulina Moro Bañuelos,"Canal de Garay 485 Colonia Cerro de la Estrella Del. Iztapalapa,  ",´09850,,"08:00 Am - 04:00 pm Lunes a jueves
08:00 am- 12:00 pm Sabado","54 26 75 61
54 26 74 42
54 26 49 85",www.qfmex.com,"qfmex@prodigy.net.mx (rebota el correo)
cfdi@hotmail.com
ecoformado@hotmail.com
cfdiecoformado@hotmail.com","https://www.google.com.mx/maps/place/Anillo+Perif.+Canal+de+Garay+485,+Cerro+de+la+Estrella,+09860+Ciudad+de+M%C3%A9xico,+CDMX/@19.324689,-99.0708854,3a,75y,315.21h,95.96t/data=!3m6!1e1!3m4!1s9JD-sv9Z5yqSnFu-MAGOJQ!2e0!7i13312!8i6656!4m8!1m2!2m1!1sPeriferico+Oriente+485+(Canal+de+Garay)+Colonia+Cerro+de+la+Estrella+Del.+Iztapalapa,++C.P.+09860!3m4!1s0x85ce026ed51597ad:0xf9b3ad3d14c8ddda!8m2!3d19.3247052!4d-99.0711772",19.325005,99.070933,,,,Si,,,,,,Si,Si,,,,,,
CDMX,Iztapalapa,Recicla y Juega S.A de C.V,,,,"campesinos 393, Col. Santa Isabel Industrial , Iztapalapa",´09820,,Lunes a Viernes 08:00 a 17:00,552608 7760,,reciclayjuega9@gmail.com,,,,si,,,,,,SI,,,,,Si,,,,,
CDMX,Iztapalapa,Recycle Catarroja S.A. de C.V.,,,Ma. De la Luz Silva / Fernando Arellano,Av. Cartarroja No. 445 Col. San Nicolás Tolentino C.P. 09850 México,´09850,,Lunes a Viernes 7:00 a 18:30,5554 26 09 95,,farellano@recycledemexico.com,"https://www.google.com.mx/maps/@19.3276919,-99.0838977,3a,90y,208.27h,94.8t/data=!3m6!1e1!3m4!1smzfQb1NYDdwyuGIaqSD_Zw!2e0!7i13312!8i6656",19.32782,99.083965,SI,,,,,,,,,,,SI,,,,,
CDMX,Miguel Hidalgo,RECUPERA MEXICO,,,Veronica Flores /Ileana Zavala,Suc. Tacubaya: Martires de Tacubaya N.5 Col. Tacubaya Casi Esq. Con puente de la morena,11870,,Lunes a viernes 8:00 am- 5:00 pm y sabado de 8:00 am -1:00 pm,"5661 1776 
5271 6001",https://www.recuperamexico.com/compra_reciclables/index.html,v.flores@recuperamexico.mx,,,,SI,,,,,,,SI,SI,,,SI,,"$0.20 / Botellas limpias, enteras y los costales o bolsas donde las lleven se quedan",,,ELECTRONICOS
CDMX,Tlahuac,"Bodegas Estrella, S.A de C.V.",,,,"Calle Providencia 89, col. Los Olivos, del. Tláhuac.",13210,,Lunes a Sabado de 07:00 a 18:00,555845 1599,http://bodegasestrella.com.mx/index.php/que-compramos,"bodestrella@prodigy.net.mx
info@bodegasestrella.com.mx",,,,,,,,,,,,,,,SI,,,,,
Chiapas,San Cristóbal de las Casas,Productos Reciclables de los Altos / Hipolito Zuñiga,,,"Hipólito Hernández
Refich Ing. Rubén Santiago o con Iván","Prolongación Insurgentes 141, Colonia Barrio De María Auxiliadora, San Cristóbal de las Casas",29290,,Lunes a viernes de 07:00 -05:00 pm y Sabados de 07:00 am- 03:00 pm ,967 137 8141                                                  967 161 4542,,"reciclablesdelosaltos@hotmail.com
malti_80@hotmail.com",,,,SI,SI,SI,,,,SI,SI,SI,,,SI,SI,SI,,,
Chiapas,Tuxtla Gutierrez,IMER / Refich,,,"Lic. Rubén Santiago
C.P. Amairani Aguilar
Lic. Carlos Santiago / Brenda Hernandez","Calzada Conasupo Num. 65 Colonia San Jose de Terán, Tuxtla Gutierrez Chiapas",,,Lunes a Viernes de 8:30 a 17:00                                                    Sabados de 8:30 a 13:00 ,961 615 43 85,,carlos.refich@hotmail.com; cien1914@hotmail.com,,,,SI,SI,SI,,,,,,,,,SI,SI,, $	1.50 ,,
Chihuahua,Chihuahua,KALISCHATARRA S. DE R.L. DE C.V.,,Recibe material ferroso entre ellos aluminio,Srita. Lizeth,"Av. Zaragoza 2717, Nombre de Dios  Chihuahua, Chihuahua
",31150,,Lunes a viernes de 08:30 a 6:00 pm,614 419 0684,http://www.kalischatarra.com/,caja.zaragoza@kchatarra.com,"https://www.google.com/maps/place/Kalischatarra+Zaragoza/@28.675558,-106.0923078,159a,35y,45t/data=!3m1!1e3!4m8!1m2!2m1!1sreciclaje+en++chihuahua!3m4!1s0x86ea4300ebbc31c5:0xa0241ed8dc3a2c50!8m2!3d28.676924!4d-106.09168",28.676953,106.091681,,,,,,, $	17.00 ,,,,,,,,,,Ferrosos
Chihuahua,Chihuahua,Metálica Palomito,Autorizado - 2284/2008,,Manuel Palomino,Av. De las Industrias 17105 Col. Villas del Real  Chihuahua Chi. ,31137,,,"614 550 4605     
",,jseduarte@hotmail.com,,,,,,,,,, $	19.00 ,, $	2.50 ,,,,,,,,
Chihuahua,Chihuahua,RECICLADORA TASA,,A granel el PET y HDPE en sacos.,Claudia Patricia García Gutiérrez,"Calle 37 Y FUERZA AEREA, COL VALLE DE CHIUHUA, Chiuahua",,,7 A 7 PM,614 100 5366,,,,,,SI,SI,nylon natural y emplaye,,,,SI,SI,SI,,,SI,SI,SI,,,
Chihuahua,Chihuahua,Reciclados In Pack,,,Odalis Prieto,"Calle Sierra Santa Maria del Pino N. 5300 Col. Primero de Mayo, Chihuahua",31074,,Lunes a Viernes de 07:00 a 17:00,"614 435 3599 ext. 113
614 188 2946",,reciclado@inpackonline.com,No lo localizo ,,,"Transparente $10.8, color $5", $	7.50 ,,,,,,,,,,,,$.25 Cualquier color,,,
Chihuahua,Chihuahua,Reciclados REMISA,,,Sara Perez,"Rodolfo Fierro 2113, col. div del norte, chiuhua",31064,,Lunes a Viernes 08:00 a 17:00 ,614 416 0494,,tecnologico@remisa.mx,"https://www.google.com/maps/place/Reciclados+Varela/@28.6961103,-106.1199355,131m/data=!3m1!1e3!4m8!1m2!2m1!1sreciclaje+en++chihuahua!3m4!1s0x86ea42363de027a3:0xc06007f3ddd28886!8m2!3d28.6960557!4d-106.1198293",28.696086,106.11983,,,,,,,SI,SI,SI,,,,,,,,
Chihuahua,Ciudad Juárez ,"Reciclados MORLIM
",,,ROCIO LUNA,"Calle Manzanillo 10720, Granjas Polo Gamboa,  Ciudad Juárez, Chihuahua, México",32674,,Lunes a Viernes de 07:00 a 16:00             Sabado de 07:00 a 12:00 pm  ,656 170 8844                                             656 336 3535,,,No lo localizo ,,,,SI,,,,,SI,SI,SI,,,,,,,,
Chihuahua,Ciudad Juárez ,Metales Méndez,,Mayoreo y menudeo,"Ernestina
Ma. Elena o Alfredo Méndez
Yunque Méndez","El Porvenir - Cd Juarez 295, km 20, 32674 Cd Juárez, Chih.",,Frente de carnitas don EPI antes del Eje Juan Gabriel.,"De 7:30 a 17 hrs., sábado de 8 a 13 hrs.",656 633 1049,,luis.mendezal@yahoo.com.mx,"https://www.google.com.mx/maps/@31.6075263,-106.4688578,3a,75y,347.51h,82.33t/data=!3m6!1e1!3m4!1sMTaJp8Z3JvdmigGCTvngIA!2e0!7i13312!8i6656",31.602601,106.38458,,,,,,,SI,SI,SI,,,,,,,,
Chihuahua,Ciudad Juárez ,Rekuplast  S. de R.L. de C.V.,,,Ignacio Corella / Rodolfo Corella,"Av. Ruiseñor 6716-6 Fracc. del Marquez Cd. Juarez, Chihuahua, Mx.",32607,,Lunes a Viernes de 09:00 a 17:00 ,656 629 1457   ,www.rekuplast.com,"rekuplast@yahoo.com 
rodolfo@rekuplast.com
rekuplast@yahoo.com","https://www.google.com/maps/place/Rekuplast/@31.70026,-106.426716,18.5z/data=!4m5!3m4!1s0x86e7674a9609ad2b:0xb9858487657128a3!8m2!3d31.70026!4d-106.426716",31.70037,106.426729,Si,SI,,,,SI,,,,,,,,,Si,,Plásticos gruesos
Coahuila,Piedras Negras ,Fierros y Metales Fronterizos,,Emite factura,,"Panteón Santo Cristo 307 Col. San Joaquín, Piedras Negras.",,,,"878 783 51 43
878 783 48 40
",http://piedras-negras.mexicored.com.mx/fierros-y-metales-fronterizos.html,fierrosymetalesf@gmail.com,,,,SI,SI,,,,,SI,SI,SI,,,,,,,,
Coahuila,Piedras Negras ,RvReciclados S.A. de C.V.,No autorizado,,Rosalinda Villarreal Lopez / Reginaldo Rodriguez,"Carretera Acuña Km. 6, Col. Ejido Piedras Negras, Piedras Negras, Coah.",26015,,,878 115 3512,,chalindita@hotmail.com,,,,SI,SI,,,,,SI,SI,SI,,,SI,,SI,,,
Coahuila,Saltillo,Comercializadora de Metales Reciclables,,,Oscar Méndez,"Vicente Guerrero 221, Colonia La Palma",25023,Frente del Museo del Desierto,Lunes a viernes de 08:00 am - 01:00230 A 6 pm SAB ,844 271 4758,,oscarcomare@hotmail.com,"https://www.google.com/maps/@25.4112025,-100.9629501,3a,75y,233.54h,81.93t/data=!3m6!1e1!3m4!1s6jrPJiuepAlzc9iLqWyUXg!2e0!7i13312!8i6656",25.414623,100.968113,SI,SI,,,,SI,SI,,SI,,,,SI,SI,,,
Coahuila,Saltillo,J-FRECK,,Solicita llevemos muestras de PEAD y bolsas,Ricardo Mancilla,"Libramiento Oscar Flores Tapia km 12 Parque Industrial Arteaga. Arteaga, Coah. 
",25270,Enfrente de donde sacan las licencias de conducir y a un costado de transportes SLS,Lunes a Viernes de 08:00 a 18:00 Sabado 08:00 A 13:00,844 173 5725,,reciclandoalmundo@hotmail.com; bolsas.rubi@hotmail.com ,"https://www.google.com/maps/@25.4569899,-100.8958729,3a,15y,101.7h,89.77t/data=!3m6!1e1!3m4!1sV6utseol5WuCai51Gol2Tg!2e0!7i13312!8i6656",25.486691,100.909209,SI,SI,"SI, limpio ",,SI,,SI,SI,SI,,,,SI,SI,,,
