Aguascalientes,Aguascalientes,Recicladora Andrade,"Navarra 114, La España, CP. 20210
Aguascalientes, Ags.",21.862515,-102.313031,,449 913 3424,,,,Si,,,,Si,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Centro de acopio Materiales Reciclables,"Av 99-A esquina con Lira, Av. Paseo de La Solidaridad 99-A, La Estrella, CP. 20150
Aguascalientes, Ags.",21.903003,-102.283145,,,,,,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Recicladora Valpe,"San Luis Potosi - Aguascalientes 1456, La Hacienda, 20263 Aguascalientes, Ags.",21.863389,-102.232692,"Lunes a viernes 08:00 am - 06:00 pm
Sabado 08:00 am - 02:00 pm",449 974 0457,https://recicladora-valpe.webnode.mx/,Recicladora Valpe,diegovaldezp@hotmail.com,Si,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Punto Limpio - Parque Hidalgo,"Calle J. Refugio Velazco 40, De La Purísima, CP. 20259
Aguascalientes, Ags.",21.880794,-102.28408,Lunes a Domingo 08:00 am - 03:00 pm,,,,,Si,Si,,,,,Si,Si,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Las Hadas,"Av. Heroe de Nacozari 2607, Las Hadas, CP. 20140
Aguascalientes, Ags.",21.907492,-102.289927,"Lunes a Viernes 08:30 am - 06:30 pm
Sabado 08:30 am - 02:00 pm","449 890 6949
449 912 0284",,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Hidromesa ,"Av. Mahatma Gandhi 109, Martínez Domínguez, CP. 20280
Aguascalientes, Ags.",21.85577,-102.294812,,449 367 8506,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Recyclalo,"Avenida de la Convencion de 1914 Norte, Miravalle, CP. 20040
Aguascalientes, Ags.",21.889211,-102.312196,,,,,,Si,,,,Si,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Captadora Progreso,"Av. de la Convención de 1914 Sur 1237, Ojo de Agua, CP.20260
Aguascalientes, Ags.",21.867392,-102.278830,,449 962 8029,,,,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Recyca,"Av. San Francisco de Los Viveros 1607, Ojocaliente CP.20196
Aguascalientes, Ags.",21.883184,-102.250035,,,,,,Si,Si,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Punto Limpio - Parque Ojocaliente l,"Cotorinas 13-33, Ojocaliente I, CP. 20190
Aguascalientes, Ags.",21.883724,-102.257300,Lunes a domingo 08:00 am - 03:00 pm,,,,,Si,Si,,,,,Si,Si,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Punto Limpio - Centro Comercial Plaza San Marcos,"Av. Fundición S / N, Altavista, San Cayetano CP. 20010
Aguascalientes, Ags",21.895800,-102.311260,Lunes a Domingo 08:00 am - 03:00 pm,,,,,Si,Si,,,,,Si,Si,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Majose Recicladora S.A de C.V,"Av. Mahatma Gandhi 1696, San Francisco del Arenal, CP. 20280
Aguascalientes, Ags.",21.830148593203100,-102.29376896954900,,449 971 0210,http://espmajose.weebly.com/nosotros.html,,"maldana@majoserecicladora.com
hpadilla@majoserecicladora.com",,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Grupo Remex,"Av. Mahatma Gandhi 108, San Pedro, CP. 20280
Aguascalientes, Ags.",21.843141,-102.293392,,,,,,Si,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Chatafierros San Pedro,"Av. Mahatma Gandhi No. 703 Col. San Pedro, CP. 20280
Aguascalientes, Ags.",21.841292,-102.293831,"Lunes a viernes 09:00 am - 06:00 pm
Sabado 09:00 am - 03:00 pm",449 917 1715,www.chatafierrosanpedro.com.mx,,chatafierrosanpedro@hotmail.com,Si,Si,,,,,$13.00,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Recicladora Santibañez - Reciplags ,"Mayor Pablo García, San Pedro, CP. 20280
Aguascalientes, Ags.",21.841552,-102.297214,,449 242 7007,,,,Si,SI,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Recyglass,"Av. Niños Heroes 120, Trojes de Alonso, CP. 20116
Aguascalientes, Ags.",21.938097,-102.296388,"Lunes a viernes 09:00 - 06:00 pm
Sabado 09:00 a 01:00 pm",348 152 5390,https://www.recyglass.com.mx/,https://www.facebook.com/recicladodebotellasdevidrio/,info@recyglass.com.mx,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Dicsa,"Juan Carlos 114, Parque Industrial Siglo XXI, CP. 20283
Aguascalientes, Ags.",21.801860,-102.287859,,449 929 5032,,,contacto@dicsaonline.com.mx,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Redisa Ambiental,"Troquel 102, Fraccionamiento Industrial, CP. 20140
Aguascalientes, Ags.",21.904799,-102.290846,,449 153 3343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Aguascalientes,Cprecicla S.A. de C.V.,"Tren Bala no. 119 Ejido los Arellano, CP. 20340 
Aguascalientes, Méx.",21.799533839068900,-102.27574579279600,,461 216 1110,http://reciclaonline.com/,,,SI,Si,,,,,$15.00,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,Rincón de Romos,Chatarra Rincó de Romos,"Independencia, CP. 20410
Rincón de Romos, Ags.",22.223668,-102.316588,,,,,,Si,Si,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Ensenada ,Metales el Grullo,"De Ojos Negros Kilómetro 4, Emiliano Zapata, CP. 22859
Ensenada, B.C.",31.874516,-116.574571,"Lunes a viernes 9:30 am - 05:00 pm
Sabado 09:30 am - 01:00 pm",646 172 1464,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Ensenada ,"Centro de Acopio de Materiales Reciclables
","Camino Vecinal a Gómez Morin s/n, Colonia Gómez Morin, s/n.
Ensenada, B.C.",31.883831239029700,-116.53962565218400,"Lunes a viernes de 7:30 am a 04:30 pm
Sabados de 08:00 am a 3:00 pm","646 156 3242
646 149 0929",,,camrec@hotmail.com,$1.50,SI,,,$0.50,,$22.40,$2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Ensenada ,Metalmex de Ensenada S. DE R.L DE C.V,"Av. Abelardo L. Rodriguez Col, Josefa Ortiz de Domínguez, CP. 22890
Ensenada, B.C.",31.847632,-116.603042,,646 176 4004,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Ensenada ,Recicladora de papel,"Calle Km 5 Mar I, CP. 22813
Ensenada, B.C.",31.879803,-116.555014,"Lunes a viernes 10:00 a 06:00
Sabados 10:00 a 03:00 pm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Ensenada ,Compañia Recicladora de Ensenada SA de CV,"Calle Km 4 Mar I, CP. 22813
Ensenada, B.C.",31.880056,-116.556378,"Lunes a viernes 10:00 am - 06:00 pm
Sabados 10:00 am - 03:00 pm",646 131 8959,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Ensenada ,Recicladora California,"Calle Granada 443 Col. Obrera CP. 22830
Ensenada, B.C.",31.860539,-116.607884,"Lunes a viernes 08:00 am - 05:30 pm 
Sabado 08:00 am - 01:30 pm",646 120 5580,,Recicladora California,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Ensenada ,Recicladora Villanueva,"Av. Guadalupe & Calle Octava, Obrera
Ensenada, B.C.",31.866599,-116.612472,"Lunes a viernes 09:30 am - 06:30 pm 
Sabado 09:30 am - 06:30 pm",,,,,Si,Si,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Ensenada ,El Centinela Recicladora,"Paseo de todos los santos 311 Col. Parque Industrial Chapultepec CP. 22785
Ensenada, B.C.",31.784306,-116.588156,"Lunes a viernes 09:30 am - 05:00 pm
Sabado 09:30 am - 01:00 pm",646 120 2129,,,,,,,,,,$16.00,$0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali,Mexicali Ambiental,"Carretera Mexicali a San Felipe Km. 2, S/N, Colonia División 2, CP. 21399
Mexicali, B.C.",32.586098,-115.428693,,686 561 6404,https://www.mexicali-ambiental.com/,,contacto@mexicali-ambiental.com,Mayoreo,Mayoreo,,,,,Mayoreo,Mayoreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali,Recicladora TNT,"Av Sinaloa 1400, Esperanza, CP. 21140
Mexicali, B.C.",32.645409,-115.499584,,,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali, Universal Recycling S. De R.L. De C.V.,"Carretera Sn. Felipe Km 3.5 s/n, Col. Gonzalez Ortega
Mexicali, B.C.",32.584666,-115.428472,,686 561 8333,,,jmedina@urmexicali.com,SI,"$4.50 multi
$6.00 lechero
$2.5 verde",,,$3.50 limpia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali,Recolectora de Chatarra La Cachanilla,"Av. Yugoslavia 2, Popular Nacionalista, CP. 21165
Mexicali, B.C.",32.624942,-115.524328,,686 555 92 66,,,lacachanilla88@gmail.com,,,,,,,$16.00,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali,Alquimia Reciclaje,"Avenida Guadalupe Victoria 765, Prohogar, CP. 21240
Mexicali, B.C.",32.651878,-115.435546,,686 566 1184,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali,Centro de Reciclaje de Mexicali S.A DE C.V,"Carretera a San Luis RC km 18.5 Puebla, CP. 21620
Mexicali, B.C.",32.569230,-115.335570,,686 592 5654,https://recicladoramexicali.com/,,recicladoramxli@hotmail.com,,,,,,,$16.50,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali,Metales Pueblo Nuevo,"Chilpancingo 1498 y Calle Oaxaca, Pueblo Nuevo, CP. 21120
Mexicali, B.C.",32.654303,-115.500455,,686 554 0366,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Mexicali,Recicladora Flores Magón,"Col. Reacomodo San Fernando carretera ahumadita km 1.3 C.P 21297
Mexicali, B.C.",32.599154,-115.520818,,"686 125 0998 
686 688 0972",,,rbc.mexicali@gmail.com,$4.20,$4.10,,,,,$16.00,$2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Rosarito,Eco Recycling,"José Aroz Aguilar 192 Lucio Blanco, CP. 22710
Playas De Rosarito, B.C.",32.386321,-117.056739,,661 613 4012,http://www.eco-recycling.com/contenido/quienes/quienes.htm,Eco Recycling,,,,,,,,$14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tecate,Eco Recycling,"Blvrd Universidad 500, Guajardo, CP. 21470
Tecate, B.C.",32.561935,-116.625096,,665 654 0995,http://www.eco-recycling.com/contenido/quienes/quienes.htm,Eco Recycling,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tecate,Centro de acopio Neto´s,"Lerdo González 346-334, Militar, CP. 21470
Tecate, B.C.",32.568806,-116.620694,,"665 521 2886
665 654 1883",,,centroacopionetos@prodigy.net.mx,Si,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Calibaja Ambiental,"Blvd. Gustavo Diaz Ordaz 1366, Los Reyes, CP. 22125
Tijuana, B.C.",32.458892,-116.923618,Lunes a Domingo 07:30 am - 04:30 pm,"664 969 1380
664 902 3578",https://www.calibaja-ambiental.com/,,compra@calibajaambiental.com,,,,,,,$15.50,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,"Sociedad Ecológica y Humanista Responsable, A.C. (SEHR)","Privada de Los Alpes 6270-6210, Castillo, CP. 22050
Tijuana, B.C.",32.536966,-117.059690,,664 412 0292,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Recicladora la cabaña,"Guadalupe 13, Garcia
Tijuana, B.C.",32.456133,-116.918414,,664 902 3571,,Recicladora de Papel y Carton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Glezco Plasticos,"Sebastián Vizcaíno 416, Colonia, Garita Internacional, Garita de Otay, CP. 22430
Tijuana, B.C.",32.549724,-116.941166,,664 647 5134,http://glezcocorp.com.mx/,,,Si,Si,Si,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Eco Recycling,"Granizo 660, Col. Las Torres, CP. 22470
Tijuana, B.C.",32.542849,-116.900238,,,http://www.eco-recycling.com/contenido/quienes/quienes.htm,Eco Recycling,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Recicladora Arregui,"Fracc.  Lomas de Matamoros Calle 30 de abril
Tijuana, B.C.",32.509827,-116.888223,,664 772 3091,,,ambientalvisamx@gmail.com,,SI,Si,,SI,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Eco Recycling,"Cucapah 3674 Col. Mariano Matamoros, 
Tijuana, B.C.",32.513865,-116.885316,,664 288 2222,http://www.eco-recycling.com/contenido/quienes/quienes.htm,Eco Recycling,irene@eco-recycling.com,,,,,,,$10.00,$2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,La Cartonera ,"9 Sur No. 126 Ciudad Industrial, Mesa de Otay
Tijuana, B.C.",32.534956,-116.921455,,"664 607 29 56
664 375 14 33 
664 607 26 97",,,"facturacionlacartonera@hotmail.com 
lacartoneramo@gmail.com",$4.50 mixto,"$8.5 lechero
$2.20 Mixto",,,,,$20.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,Tijuana,Eco Recycling Maclovio,"Esq. Ave. Jaime Pujol y Calle 2 de Julio, Valle Redondo, CP. 22720
Tijuana, B.C.",32.471081,-116.794248,,"664 626 8035
664 903 2130",,,alanrecycling@gmail.com,,,,,,,$13.00,$0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,Comondú,Recicladora Soto,"Esquina Álvaro Obregón y Adolfo López Mateos CP. 23670 Cd Constitución
Comondú, B.C.S.",25.037850684005400,-111.66292478959000,,613 113 8518,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,Comondú,Compra de reciclables,"Lic. Francisco Pelayo López, Centro, Cd Constitución, B.C.S.",25.021917724743400,-111.66751277688600,,613 116 8940,,,,Si,Si,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,La Paz  ,Ecologia y  movimiento SA DE CV,"Calle Norte S/N entre Forjadores y Av. Tecnológico Col. El Mezquitito CP. 23083
La Paz, B.C.S.",,,,612 120 3130,,Ecologia & Movimiento,alfox54@yahoo.com.mx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,La Paz  ,Centro de Reciclaje La Paz S de R.L de C.V.,"Arenal 98, El Progreso, CP. 23084
La Paz, B.C.S.",24.082868,-110.304473,,"624 177 4013
612 153 1673",,,,"$1.50 revuelto 
$2.00 solo",$1.00,,,,,,$0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,La Paz  ,Recuperadora Súchil Durango,"Calle Melchor Ocampo 3485, Guerrero, CP. 23020
La Paz, B.C.S.",24.139980,-110.290160,Lunes a sabado 08:00 am - 06:00 pm,612 125 3954,,,recuperadorasuchil@hotmail.com,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,La Paz  ,Centro de acopio de Jesús Ramírez Rodríguez,"Revolución de 1910 2825 - 2881, Zona Central Pueblo Nuevo
La Paz, B.C.S.",24.149077606141900,-110.32383078607900,Lunes a sabado 09:00 am - 04:00 pm,612 125 5175,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,La Paz  ,Recicladora Ecoverde,,,,,612 157 2175,,,logistica_ecoverde@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,La Paz  ,Reciclaje,"Dorado Manzana 11, Tierra Blanca, 23940 La Paz, B.C.S.",24.092017,-110.310588,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,Los Cabos,Recicladora Mazatlán,"Av. Leona Vicario 2937, Col. Lagunitas CP. 23462
Cabo San Lucas, B.C.S.",22.914381,-109.924241,,624 146 1660,,,,,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,Los Cabos,Recicladora del Pacífico Hernández,"Cabo San Lucas
La Paz, B.C.S.",22.915074,-109.934284,,624 132 5109,,,reciclamientoheya@hotmail.com,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,Los Cabos,Recicladora Eco Verde,"San Pedro, Sta Rosa, CP. 23430
San José del Cabo, B.C.S.",23.086818,-109.713306,,612 157 2175,https://www.facebook.com/Recicladora-Eco-verde-los-Cabos-1887447558217271/,,,,,,,,,$19.50,$2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Chatarreria Peña,"Av Alvaro Obregón N. 262
Campeche, Camp.",19.846415,-90.497231,,"981 117 0218 
981 815 0379",,,"danielesballo@gmail.com
carl83ballo@gmail.com",4.8 mixto,,,,$3.00 limpia,,$17.00,$3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,Campeche,Chatarreria el Oso,"Calle 15, El Carmelo, CP. 24075
Campeche, Camp.",19.838140,-90.507286,,981 169 3504,,,,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
